date,close,high,low,open,volume,sma_5,daily_return,close_lag1
2023-07-10,186.00241088867188,187.36333679085425,184.45410938571573,186.6434184249519,59922200,188.3376678466797,-1.0855885250767523,188.04379272460935
2023-07-11,185.4797515869141,186.6828860039108,184.0202171482648,186.544822138739,46638100,187.473779296875,-0.2809959823964925,186.00241088867188
2023-07-12,187.1463623046875,189.04967210294507,185.86433228601203,187.05759515232103,60750200,187.1660919189453,0.8985405164252933,185.4797515869141
2023-07-13,187.9056854248047,188.5467078881079,187.1561982107916,187.86624506525828,41342300,186.9156005859375,0.4057375792754955,187.1463623046875
2023-07-14,188.05364990234372,188.53686585918996,187.00830716161784,187.6000029338883,41616200,186.91757202148438,0.07874401309599857,187.9056854248047
2023-07-17,191.3080291748047,191.6334686208352,189.1581605746784,189.2469126832782,50520200,187.97869567871095,1.730558951741147,188.05364990234372
2023-07-18,191.05160522460935,191.64331601668744,189.75971887799716,190.6768691009351,48288200,189.09306640625,-0.13403721281402026,191.3080291748047
2023-07-19,192.40267944335935,195.489395852648,189.9865395225249,190.4303301514657,80507300,190.1443298339844,0.707177632536305,191.05160522460935
2023-07-20,190.4598846435547,193.7537038386121,189.8385898976753,192.3927782230016,59581200,190.65516967773436,-1.009754544700398,192.40267944335935
2023-07-21,189.286376953125,192.2744851317762,188.58618628535973,191.41651794617292,71951700,190.90171508789064,-0.6161442828897565,190.4598846435547
2023-07-24,190.08517456054688,192.2153155367517,189.5920872076012,190.7360534779148,45377800,190.65714416503906,0.422004805776218,189.286376953125
2023-07-25,190.943115234375,191.75178560391285,190.2527960456413,190.65713123041024,37283200,190.63544616699218,0.45134539072369867,190.08517456054688
2023-07-26,191.8109893798828,192.93522799592876,190.6473103947794,190.9924625294884,47471900,190.51710815429686,0.45451973717016814,190.943115234375
2023-07-27,190.5486602783203,194.47363103189025,189.8879250921341,193.3099522093675,47460200,190.53486328125,-0.6581109380873115,191.8109893798828
2023-07-28,193.12255859375,193.91150122150717,191.45592124266815,191.9785925358936,48291400,191.302099609375,1.3507826880914224,190.5486602783203
2023-07-31,193.73399353027344,193.77344894031904,192.56044337061044,193.34938604539337,38824100,192.0318634033203,0.31660461676548296,193.12255859375
2023-08-01,192.90560913085935,194.0101198390568,192.58016971551623,193.5269039281353,35175100,192.4243621826172,-0.42758856322478334,193.73399353027344
2023-08-02,189.91749572753903,192.48154051645844,189.19759252290805,192.3434766820384,50389300,192.0456634521484,-1.549002860405836,192.90560913085935
2023-08-03,188.5269927978516,189.7103992851957,188.05363321247987,188.92147165885288,61235200,191.64132995605468,-0.732161575931002,189.91749572753903
2023-08-04,179.47393798828125,184.7894189873242,179.40489853673822,182.95513345446872,115956800,188.91160583496094,-4.80199396129842,188.5269927978516
2023-08-07,176.37733459472656,180.5981607115797,174.89807268327343,179.6119861039443,97576100,185.44027404785157,-1.7253777502541232,179.47393798828125
2023-08-08,177.31419372558594,177.77769698523286,175.12488493894773,177.205713919119,67823000,182.32199096679688,0.5311675295536447,176.37733459472656
2023-08-09,175.72647094726562,178.42857997538025,174.5627769846933,178.36941190145535,60378500,179.4837860107422,-0.8954290375521182,177.31419372558594
2023-08-10,175.50950622558594,178.25107058876787,175.14462641506705,176.9986245515979,54686900,176.88028869628906,-0.12346729579790923,175.72647094726562
2023-08-11,175.5687713623047,176.38840355314576,174.34427296435433,175.10465717699176,52036700,176.09925537109376,0.03376747960453795,175.50950622558594
2023-08-14,177.21792602539062,177.44504830503124,175.0947779746906,175.74653589173266,43675600,176.26737365722656,0.9393211846785284,175.5687713623047
2023-08-15,175.23297119140625,177.2376075606865,174.83797474088598,176.64511288490613,43622600,175.85112915039062,-1.1200643628455418,177.21792602539062
2023-08-16,174.36402893066406,176.30940286172734,174.2948962433497,174.91703015656563,46964900,175.57864074707032,-0.49587828981855553,175.23297119140625
2023-08-17,171.8260955810547,175.29223725703497,171.31258808782235,174.9268647491592,66062900,174.84195861816406,-1.455537225868178,174.36402893066406
2023-08-18,172.30999755859375,172.9123770667114,169.8116075662743,170.14735612669347,61172200,174.19020385742186,0.28162310032284577,171.8260955810547
2023-08-21,173.6431121826172,173.92949746098708,171.56935789788312,172.88274314562352,46311900,173.4752410888672,0.7736722435795486,172.30999755859375
2023-08-22,175.0157470703125,175.46012191641384,174.04799506153495,174.8478727981476,42038900,173.43179626464843,0.7904919869506475,173.6431121826172
2023-08-23,178.85714721679688,179.2817827873095,176.10201110060572,176.28963972003098,52722800,174.330419921875,2.194888294789322,175.0157470703125
2023-08-24,174.17636108398438,178.83739189345877,173.81097351698816,178.41275636104422,54945800,174.80047302246095,-2.617052885864724,178.85714721679688
2023-08-25,176.37852478027344,176.91177162464882,173.62338845938783,175.16389608553052,51449600,175.6141784667969,1.2643298336145758,174.17636108398438
2023-08-28,177.93875122070312,178.33374768816518,176.31924159506977,177.83999456976295,43820700,176.47330627441406,0.8845898004722322,176.37852478027344
2023-08-29,181.81964111328125,182.5898947624316,177.25736718090633,177.4548654120463,53003900,177.8340850830078,2.1810256989859016,177.93875122070312
2023-08-30,185.30555725097656,185.50307057198083,182.4319252754348,182.62942352828824,60813900,179.12376708984374,1.9172384877404092,181.81964111328125
2023-08-31,185.52281188964844,186.75719481874472,185.13768501849643,185.4931879048022,60794500,181.39305725097657,0.1172412969664082,185.30555725097656
2023-09-01,187.09295654296875,187.5472010181368,185.9276912341992,187.12258052751665,45766500,183.53594360351562,0.8463350880290972,185.52281188964844
2023-09-05,187.3299560546875,187.6064566338381,185.26607135025952,185.92769881238064,45280000,185.4141845703125,0.12667473757320172,187.09295654296875
2023-09-06,180.6248016357422,186.49059214043663,179.20278998997966,186.0462022000218,81755800,185.1752166748047,-3.579328453473756,187.3299560546875
2023-09-07,175.34161376953125,175.98350189646143,171.37183427986267,172.99134398653018,112488800,183.18242797851562,-2.9249515118445926,180.6248016357422
2023-09-08,175.95384216308594,177.98811753082185,175.56871535945672,176.12173147198052,65551300,181.2686340332031,0.34916320227290687,175.34161376953125
2023-09-11,177.11912536621094,178.0473836718388,175.1243584797436,177.82026144859472,58953100,179.27386779785155,0.6622664153277975,175.95384216308594
2023-09-12,174.09738159179688,177.8795329175836,172.63587633671216,177.2475294233725,90370200,176.62735290527343,-1.7060516577000449,177.11912536621094
2023-09-13,172.03347778320312,175.08486860955094,171.8063404869434,174.30473020059844,84267900,174.90908813476562,-1.1854881387205176,174.09738159179688
2023-09-14,173.54434204101562,173.8998448696545,171.41132506918257,171.8260758579031,60895800,174.5496337890625,0.8782385133877799,172.03347778320312
2023-09-15,172.823486328125,174.29487626046748,171.64836639188815,174.27512191376346,109259500,173.9235626220703,-0.4153726387232246,173.54434204101562
2023-09-18,175.74652099609375,177.13890868226434,173.96900640397726,174.2751309871455,67257600,173.64904174804687,1.6913411076657934,172.823486328125
2023-09-19,176.83274841308594,177.38574949277796,174.91698390976052,175.30211073798526,51826900,174.19611511230468,0.618064819056265,175.74652099609375
2023-09-20,173.29750061035156,177.45489404541186,173.20861358406935,177.0203888259045,58436200,174.44891967773438,-1.9992042392939249,176.83274841308594
2023-09-21,171.75697326660156,174.09737357666756,171.68785565712008,172.36923745366522,63149100,174.09144592285156,-0.8889495453334771,173.29750061035156
2023-09-22,172.60621643066406,174.86761425499944,171.87547142547365,172.48772049861157,56725400,174.04799194335936,0.4944446492686517,171.75697326660156
2023-09-25,173.880126953125,174.7590070374673,171.97423178505466,172.02361011818323,46172700,173.67471313476562,0.7380444046594739,172.60621643066406
2023-09-26,169.8115692138672,173.01107959102313,169.51531434646242,172.63583748924898,64588900,172.27047729492188,-2.339863566096098,173.880126953125
2023-09-27,168.30068969726562,170.87808171574733,166.93794126401278,170.46333088230946,66921800,171.2711151123047,-0.8897388579565525,169.8115692138672
2023-09-28,168.55746459960938,169.8807195182162,165.5258128129139,167.2243249736919,56294400,170.63121337890624,0.15256913254819646,168.30068969726562
2023-09-29,169.07095336914062,170.90771561508154,168.21181267677895,169.870831028669,51861100,169.92416076660157,0.30463721719532794,168.55746459960938
2023-10-02,171.57923889160156,172.12237043121976,168.79446358018748,169.08084887750982,52164500,169.46398315429687,1.4835697513247463,169.07095336914062
2023-10-03,170.24610900878906,171.46075281316274,168.6858620497557,170.10785870603348,49594600,169.55089111328124,-0.7769762189321344,171.57923889160156
2023-10-04,171.49034118652344,172.03347264460572,168.83394692911625,168.95244285882518,53020300,170.1888214111328,0.7308432392250097,170.24610900878906
2023-10-05,172.7247314453125,173.2579782200924,170.52258153582127,171.61871413723316,48527900,171.02227478027345,0.7198016227902093,171.49034118652344
2023-10-06,175.27252197265625,175.76627518846593,171.01635659512883,171.62862082907645,57266700,172.26258850097656,1.4750583231622638,172.7247314453125
2023-10-09,176.7537384033203,176.81298636382684,173.60359124576962,174.60096707330928,42390800,173.2974884033203,0.8450933517663097,175.27252197265625
2023-10-10,176.16127014160156,177.47465549196244,175.72676490471198,175.87489990900735,43698000,174.48052062988282,-0.3351941899903943,176.7537384033203
2023-10-11,177.55360412597656,177.60298244581088,175.38109366659629,175.97358830016492,47551100,175.69317321777345,0.7903746284616461,176.16127014160156
2023-10-12,178.45228576660156,180.0619109305439,176.80313684087554,177.8202822818536,56743100,176.83868408203125,0.5061466620454371,177.55360412597656
2023-10-13,176.6155242919922,179.65703072033497,175.91438812346496,179.15340788479125,51427100,177.10728454589844,-1.0292731565297417,178.45228576660156
2023-10-16,176.4871063232422,176.8426091520335,174.3047110276888,174.54171793626583,52517000,177.0539581298828,-0.0727104648726638,176.6155242919922
2023-10-17,174.93675231933594,176.19088966345473,172.61612132571108,174.44299912050275,57549400,176.80905456542968,-0.878451710272094,176.4871063232422
2023-10-18,173.6431121826172,175.36137864838344,172.9222367694585,173.3863659573123,54764400,176.0269561767578,-0.7394901983531122,174.93675231933594
2023-10-19,173.2678680419922,175.6181228712257,173.00123711265553,173.84060845589931,59302900,174.99007263183594,-0.21610079196827733,173.6431121826172
2023-10-20,170.7200927734375,173.22835212793277,170.4830858385587,173.11972583296543,64244000,173.810986328125,-1.4704257040533468,173.2678680419922
2023-10-23,170.8385772705078,171.83595313524123,167.80692592091492,168.77469287243957,55980100,172.68128051757813,0.06940278390520392,170.7200927734375
2023-10-24,171.2731170654297,171.50023932449824,169.30797385167378,170.88799016172553,43816600,171.94855346679688,0.25435695020675547,170.8385772705078
2023-10-25,168.9623260498047,170.8978298690587,168.51793618108192,169.7325797223047,57157000,171.01239624023438,-1.3491848897350496,171.2731170654297
2023-10-26,164.804931640625,169.2388405091802,163.600172706508,168.2414494672427,70625300,169.31980895996094,-2.4605452034048234,168.9623260498047
2023-10-27,166.11831665039062,166.8490767618186,164.7456834493569,164.82468576422622,58499100,168.39945373535156,0.7969330751761745,164.804931640625
2023-10-30,168.1624298095703,169.0314401165317,166.7601727667049,166.90830774256386,51131000,167.86422424316407,1.2305164176938346,166.11831665039062
2023-10-31,168.63645935058594,168.76482492650203,165.80230595130433,167.23420217717043,44846000,167.3368927001953,0.28188789942701425,168.1624298095703
2023-11-01,171.7964630126953,172.0532092124064,167.99455793411695,168.86356825336904,56934900,167.90372009277343,1.8738555554821634,168.63645935058594
2023-11-02,175.3515167236328,175.55888462715336,173.26787764016203,173.32712561259646,77334800,170.013037109375,2.0693404559061213,171.7964630126953
2023-11-03,174.44300842285156,174.61089777938133,171.1842491912974,172.06312932936157,79829200,171.6779754638672,-0.5181068962255556,175.3515167236328
2023-11-06,176.9907684326172,177.1882666996337,174.0085099439187,174.1763842242903,63841300,173.44364318847656,1.4605113915427494,174.44300842285156
2023-11-07,179.54840087890625,180.1606499568927,176.73400192517136,176.9413698079054,70530000,175.62603149414062,1.4450654511185923,176.9907684326172
2023-11-08,180.60504150390625,181.15804266662397,179.3212801943679,180.07179468790036,49340300,177.38774719238282,0.5884990452867557,179.54840087890625
2023-11-09,180.13101196289062,181.81963914926845,179.5385022077218,180.67414339377052,53763500,178.34364624023436,-0.2624675020521907,180.60504150390625
2023-11-10,184.3136749267578,184.48178544542023,181.475802800193,181.9108804268445,66133400,180.31777954101562,2.322011583840361,180.13101196289062
2023-11-13,182.73159790039065,183.94782669363863,182.1482051958573,183.74018560328048,43627500,181.46594543457033,-0.858361175314768,184.3136749267578
2023-11-14,185.3420562744141,186.0045554032819,184.21481647353397,185.599140759526,60108400,182.6246765136719,1.4285752458895653,182.73159790039065
2023-11-15,185.9056701660156,187.3789985945617,185.6782486931539,185.7474724520267,53790500,183.68480224609374,0.3040939023396984,185.3420562744141
2023-11-16,187.58663940429688,188.8226485285232,186.5384909930313,187.4482069859036,54412900,185.175927734375,0.904205469784841,185.9056701660156
2023-11-17,187.5668487548828,188.24912816814668,186.4593894684262,188.12057839811112,50922700,185.8265625,-0.010550138046563445,187.58663940429688
2023-11-20,189.30712890625,189.76198684131356,187.75470950144611,187.7645921414258,46505100,187.14166870117188,0.9278186219577801,187.5668487548828
2023-11-21,188.50624084472656,189.3763961789433,187.61632022600733,189.26762676216623,38134500,187.77450561523438,-0.42306281129014367,189.30712890625
2023-11-22,189.1687164306641,190.77057938008176,188.6940931656517,189.3467095850447,39617700,188.42711486816407,0.3514342989223431,188.50624084472656
2023-11-24,187.84375,188.76333367409984,187.13180743837248,188.7336706580324,24048300,188.4785369873047,-0.7004151932012131,189.1687164306641
2023-11-27,187.66574096679688,188.5358962659671,186.7857030257735,187.79429075090235,40552600,188.4983154296875,-0.09476441627848944,187.84375
2023-11-28,188.26890563964844,188.9413024556769,187.2800983304318,187.6558499360948,38415400,188.2906707763672,0.3214037201165441,187.66574096679688
2023-11-29,187.25045776367188,189.9400151741752,186.854940827776,188.7633319210795,43014200,188.03951416015624,-0.5409538407398501,188.26890563964844
2023-11-30,187.82394409179688,188.18981305356235,186.08364867108205,187.71517468500207,48794400,187.77055969238282,0.306266983255547,187.25045776367188
2023-12-01,189.0995178222656,189.4159283197641,187.11200544734405,188.19969953750024,45704800,188.02171325683594,0.6791326508644174,187.82394409179688
2023-12-04,187.3097381591797,187.9228088748552,185.3519041538941,187.85358512953687,43389500,187.9505126953125,-0.9464750009400452,189.0995178222656
2023-12-05,191.2550811767578,192.22410797955845,188.0513405114985,188.08101860758427,66628400,188.54774780273436,2.1063202887109322,187.3097381591797
2023-12-06,190.16741943359372,192.5800964734148,189.95976327032972,192.27356863697855,41089700,189.13114013671876,-0.5686969132908289,191.2550811767578
2023-12-07,192.0955810546875,192.817406093886,191.42318430562543,191.4627450433353,47477700,189.98546752929687,1.0139284777785453,190.16741943359372
2023-12-08,193.51950073242188,193.79636559429088,191.50232520965804,192.0263919187675,53406400,190.8694641113281,0.7412558216677565,192.0955810546875
2023-12-11,191.01780700683597,191.32434997590968,189.27751140798415,190.948598334338,60943700,191.61107788085937,-1.2927346939805227,193.51950073242188
2023-12-12,192.5306854248047,192.54056806660665,189.57414602172835,190.9189246189266,52696900,191.86619873046874,0.7920091020176878,191.01780700683597
2023-12-13,195.7442779541016,195.783823602978,192.6690869899489,192.9063910592081,70404200,192.9815704345703,1.6691326487548463,192.5306854248047
2023-12-14,195.89260864257807,197.38570218691584,193.96443748585023,195.80361960949875,66831600,193.74097595214843,0.07577779030212982,195.7442779541016
2023-12-15,195.35867309570312,196.1793699091571,194.7950456705572,195.3191123528845,128538400,194.1088104248047,-0.27256543806058137,195.89260864257807
2023-12-18,193.69747924804688,194.42920214917604,192.21426816132805,193.89523770867532,55751900,194.64474487304688,-0.8503302266198631,195.35867309570312
2023-12-19,194.7357177734375,194.7456004150459,193.69746706046115,193.9644492639128,40714100,195.08575134277345,0.5360103442859306,193.69747924804688
2023-12-20,192.6493377685547,195.46742966263125,192.6493377685547,194.69616113684165,52242800,194.46676330566407,-1.071390512607544,194.7357177734375
2023-12-21,192.50099182128903,194.87413831888384,191.33420648650613,193.90511142023345,46482500,193.78843994140624,-0.07700309224206806,192.6493377685547
2023-12-22,191.4330902099609,193.22282892375424,190.81013681243016,192.9953923922105,37149600,193.00332336425782,-0.55475122555188,192.50099182128903
2023-12-26,190.8892517089844,191.719846217368,190.6717128965979,191.4429813812401,28919300,192.44167785644532,-0.2840880332548735,191.4330902099609
2023-12-27,190.98812866210935,191.3342172608312,188.95118798803827,190.33552729492325,48087700,191.6921600341797,0.051798072568110656,190.8892517089844
2023-12-28,191.41331481933597,192.4812284908812,191.00790021395272,191.967044481322,34049900,191.44495544433593,0.222624390429442,190.98812866210935
2023-12-29,190.3750457763672,192.2241103808097,189.5839970121992,191.7297067892047,42672100,191.01976623535157,-0.5424225811818477,191.41331481933597
2024-01-02,183.5622100830078,186.3308738952772,181.83179708633995,185.05530386559408,82488700,189.44559020996093,-3.5786390309591236,190.3750457763672
2024-01-03,182.18777465820312,183.7995356475199,181.3769452980792,182.15811164141851,58414500,187.70529479980468,-0.7487572873431632,183.5622100830078
2024-01-04,179.87393188476562,181.04071720671112,178.85546161628733,180.11123597031312,71983600,185.48245544433593,-1.2700318546501976,182.18777465820312
2024-01-05,179.15211486816406,180.71443234786256,178.1534248404595,179.95306152436652,62379700,183.03021545410155,-0.40129050887928946,179.87393188476562
2024-01-08,183.4830780029297,183.52263874374276,179.46852282651062,180.0519155054874,59144500,181.65182189941407,2.417478095613178,179.15211486816406
2024-01-09,183.06781005859372,183.0776927013781,180.68478049118508,181.8614637667107,42841800,181.55294189453124,-0.22632492808374152,183.4830780029297
2024-01-10,184.1060485839844,184.31368968460143,181.86145160567415,182.28664662503843,46792900,181.9365966796875,0.5671333070835214,183.06781005859372
2024-01-11,183.5127410888672,184.9564063690912,181.5647895230864,184.4521049955326,49128400,182.66435852050782,-0.32226398843521126,184.1060485839844
2024-01-12,183.8390655517578,184.6498948423917,183.11724039185432,183.97749798089004,40477800,183.60174865722655,0.17782114797827597,183.5127410888672
2024-01-16,181.5746612548828,182.19759949773237,178.90486988724322,180.1211135415678,65603000,183.22006530761718,-1.2317318357112095,183.8390655517578
2024-01-17,180.6352996826172,180.88250149305736,178.2819487070673,179.24109293861534,47317400,182.7335632324219,-0.5173417732262817,181.5746612548828
2024-01-18,186.5187225341797,187.02300881659585,183.75005912545996,184.0071435872404,78005800,183.21609802246093,3.2570725998184678,180.6352996826172
2024-01-19,189.4159240722656,189.80155831594575,186.70660172518024,187.2108880167613,68903000,184.39673461914063,1.5533033353018997,186.5187225341797
2024-01-22,191.71983337402344,193.14371820043877,190.1080727596782,190.14763349819023,60133900,185.97288818359374,1.2163229216561844,189.4159240722656
2024-01-23,192.99539184570312,193.55901922053997,191.660511110776,192.83719415255703,42355600,188.2570343017578,0.6653242125405038,191.71983337402344
2024-01-24,192.32302856445312,194.18199120084623,192.16481576816375,193.23272951111284,53631300,190.594580078125,-0.3483830752744315,192.99539184570312
2024-01-25,191.9967041015625,194.07320538533628,190.9485708187439,193.0349547434494,54822100,191.69017639160157,-0.16967518935532155,192.32302856445312
2024-01-26,190.2662811279297,192.5800863732271,189.7916578927919,192.09558049769083,44594000,191.86024780273436,-0.9012774368863398,191.9967041015625
2024-01-29,189.583984375,190.04872492717024,187.45805510800795,189.86084916080364,47145600,191.43307800292968,-0.3586009822050027,190.2662811279297
2024-01-30,185.9353179931641,189.6532430962833,185.37170567810733,188.80286821503816,55859400,190.02106323242188,-1.9245646692490606,189.583984375
2024-01-31,182.3360290527344,185.00582037875984,182.28660076654825,184.9464792769375,55467800,188.02366333007814,-1.9357747518209611,185.9353179931641
2024-02-01,184.76852416992188,184.857513201702,181.7625567551165,181.93065217781276,64885400,186.57802734375,1.3340726623392443,182.3360290527344
2024-02-02,183.76983642578125,185.2332669548565,177.24370243482153,177.84687547061628,102551700,185.27873840332032,-0.54050750723223,184.76852416992188
2024-02-05,185.579345703125,187.1317803970082,183.75994390321247,186.0440863383638,69668800,184.47781066894532,0.9846606562522314,183.76983642578125
2024-02-06,187.1812438964844,187.1911265388062,184.67956238073768,184.76855142564483,43490800,184.7269958496094,0.863187757931851,185.579345703125
2024-02-07,187.29000854492188,188.91165203661865,186.49895962721544,188.50623739169367,53439000,185.71779174804686,0.05810659560400238,187.1812438964844
2024-02-08,186.2122039794922,187.418535043408,185.2530596605407,187.2702199788289,40962000,186.00652770996095,-0.5754736057749572,187.29000854492188
2024-02-09,186.9745330810547,188.10321111496148,186.13296840440984,186.7765071990768,45155200,186.64746704101563,0.4093872932444623,186.2122039794922
2024-02-12,185.29139709472656,186.79630612181435,184.93497167008087,186.5487888854563,41781900,186.58987731933593,-0.9001953146199192,186.9745330810547
2024-02-13,183.20237731933597,184.3607714461939,181.68757282391297,183.9251386304961,56529500,185.79410400390626,-1.1274240510597622,185.29139709472656
2024-02-14,182.3211975097656,183.68749754312392,180.6281880058035,183.47959151637605,54630500,184.800341796875,-0.4809871042417777,183.20237731933597
2024-02-15,182.0341033935547,182.6578517542401,179.54903541760635,181.727184392981,65434500,183.9647216796875,-0.15746612030426774,182.3211975097656
2024-02-16,180.49948120117188,183.0142649801448,179.86583763061847,181.5984584212064,49752500,182.66971130371093,-0.8430410366924405,182.0341033935547
2024-02-20,179.75694274902344,180.6182980286837,178.2124373755958,179.98465441119404,53665600,181.5628204345703,-0.4113798262505015,180.49948120117188
2024-02-21,180.5094146728516,181.07374623255757,178.8658962581704,180.13318356154335,41371400,181.02422790527345,0.4186052078548946,179.75694274902344
2024-02-22,182.5390472412109,183.12319953047427,180.64802661628636,181.6578862880503,52292200,181.0677978515625,1.1243915294045728,180.5094146728516
2024-02-23,180.70741271972656,183.20237592421452,180.42028422645075,183.17267506039363,45119700,180.80245971679688,-1.0034206648750534,182.5390472412109
2024-02-26,179.3609161376953,180.9450175834942,178.85597124394113,180.43019254491847,40867400,180.57474670410156,-0.7451252617509599,180.70741271972656
2024-02-27,180.8163146972656,182.0934971193568,177.77679547469845,179.30151026553332,54318900,180.78662109375,0.8114357302083444,179.3609161376953
2024-02-28,179.6183624267578,181.30147713878307,178.34117973501887,180.69753428895103,48953900,180.60841064453126,-0.6625244367542129,180.8163146972656
2024-02-29,178.95497131347656,180.75690414056305,177.74708592784262,179.4698114222519,136682600,179.89159545898437,-0.3693336829923266,179.6183624267578
2024-03-01,177.8758087158203,178.73716395290236,175.61845249589473,177.76690051629518,73563100,179.3252746582031,-0.6030358305977843,178.95497131347656
2024-03-04,173.36111450195312,175.14322688917085,172.06411122315788,174.40067502541137,81510100,178.12531433105468,-2.5381159172015333,177.8758087158203
2024-03-05,168.43055725097656,170.33148818677603,167.93552268101038,169.06420089624305,95132400,175.64816284179688,-2.844096419858338,173.36111450195312
2024-03-06,167.44046020507812,169.53941670485264,167.00482743895031,169.36119643359416,68587700,173.21258239746095,-0.5878369472013945,168.43055725097656
2024-03-07,167.32168579101562,169.03450118476172,166.81675596481475,167.47019012011697,71765100,170.88592529296875,-0.0709353127177429,167.44046020507812
2024-03-08,169.03448486328125,171.9749911536114,167.26226790901475,167.32166963491963,76267000,169.11766052246094,1.0236563564180836,167.32168579101562
2024-03-11,171.034423828125,172.64824117092596,170.34137853305091,171.22253935977105,60139500,168.6523223876953,1.1831544116346107,169.03448486328125
2024-03-12,171.50965881347656,172.3017170819102,169.31170429451927,171.43045147590772,59825400,169.2681427001953,0.2778592605598117,171.034423828125
2024-03-13,169.43051147460938,171.4700511814422,169.0641756745517,171.05422401757613,52488700,169.66615295410156,-1.212262535679312,171.50965881347656
2024-03-14,171.2819366455078,172.57892461566286,170.34137411890524,171.1928340614332,72913500,170.458203125,1.0927342158061593,169.43051147460938
2024-03-15,170.9057159423828,170.9057159423828,168.59885322457814,169.47011882986197,121752700,170.83244934082032,-0.21964995871318407,171.2819366455078
2024-03-18,171.9948272705078,175.9452089236444,171.79681644661977,173.82646138280157,75604200,171.02453002929687,0.6372585738982367,170.9057159423828
2024-03-19,174.3313751220703,174.8561105550952,171.3116612385504,172.6086493883763,55215200,171.58887329101563,1.358498908741979,171.9948272705078
2024-03-20,176.8956298828125,176.8956298828125,173.3511809805003,173.97492929704185,53423100,173.08189697265624,1.4709083542458408,174.3313751220703
2024-03-21,169.66810607910156,175.7273381457555,169.1433707597941,175.29170540355622,106181300,172.759130859375,-4.085755995497985,176.8956298828125
2024-03-22,170.56910705566406,171.33146450930536,168.37115239719608,170.05426688241553,71160100,172.69180908203126,0.5310373277476447,169.66810607910156
2024-03-25,169.1533203125,170.23249206020807,167.76721443821097,168.87610215909345,54288300,172.12350769042968,-0.8300370258150148,170.56910705566406
2024-03-26,168.02464294433594,169.71765273934344,167.89592911986227,168.3117563520967,57388400,170.8621612548828,-0.6672510868121908,169.1533203125
2024-03-27,171.58889770507812,171.87602624497308,168.4206791559846,168.71770294967473,60273300,169.80081481933593,2.1212690580886826,168.02464294433594
2024-03-28,169.77703857421875,170.51959037094832,168.81667037520145,170.0443614510728,65672700,169.82260131835938,-1.0559302816744849,171.58889770507812
2024-04-01,168.34146118164062,169.54934678777494,167.79692011211174,169.48994505423667,46240500,169.3770721435547,-0.8455662818918568,169.77703857421875
2024-04-02,167.16326904296875,167.65830361021796,166.55932626663449,167.40089107386055,49329500,168.97906188964845,-0.6998823286918036,168.34146118164062
2024-04-03,167.96519470214844,168.98496453257434,166.90582876011774,167.11373478373662,47691700,168.96717224121093,0.47972599708704866,167.16326904296875
2024-04-04,167.14349365234375,170.2126991824844,167.14349365234375,168.59888151299202,53704400,168.07809143066407,-0.4892091193427332,167.96519470214844
2024-04-05,167.89590454101562,168.69785802201392,167.27215623034843,167.90579979250484,42104800,167.70186462402344,0.45015864646031606,167.14349365234375
